Ministry,Dept Code,Dept Name,Division Name,Code 2,Code 3,Code 4,Description,2023-2024 Actual Expenditure,2024-2025 Budget Estimate,2024-2025 Revised Estimate,2025-2026 Budget Estimate,TYPE
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-1266,-21311,-3550,-5940,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A02,,,Project Pre-Investment Analysis,115500,509178,151670,235000,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A03,,,Operating Expenses,499888,58349552,13486339,21087196,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A05,,,"Grants, Subsidies and Write off Loans",2033517,1216590,182490,,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A06,,,Transfers,3400,23050,13250,17050,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A09,,,Physical Assets,46382,223500,83136,283150,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A12,,,Civil works,252840,2652000,247109,800000,Dev_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC22D28,SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 121,SPECIAL INITIATIVES DIVISION,A13,,,Repairs and Maintenance,78094,206996,141442,83555,Dev_exp_on_rev_acct
RELIGIOUS AFFAIRS AND INTER-FAITH HARMONY MINISTRY,FC22R33,FAITH HAROMONY DIVISION DEMANDS FOR GRANTS DEMAND NO. 122,DEVELOPMENT EXPENDITURE OF RELIGIOUS AFFAIRS AND INTER FAITH HAROMONY DIVISION,A12,,,Civil works,650384,,,,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,,,Employees Related Expenses,498101,622542,544375,492802,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A011,,Pay,431436,551253,478889,432336,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A011,A011-1,Pay of Officers,-278800,-375243,-304975,-278764,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A011,A011-2,Pay of Other Staff,-152636,-176010,-173914,-153572,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A012,,Allowances,66665,71289,65486,60466,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A012,A012-1,Regular Allowances,-54579,-46895,-43984,-36066,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-12086,-24394,-21502,-24400,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A02,,,Project Pre-Investment Analysis,220776,170126,397786,254263,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A03,,,Operating Expenses,1089489,1107763,1313577,780979,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A06,,,Transfers,103383,4945,2000,655250,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A09,,,Physical Assets,2150666,3699320,2849189,2119931,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A12,,,Civil works,1290654,1476076,1386963,447384,Dev_exp_on_rev_acct
SCIENCE AND TECHNOLOGY MINISTRY,FC22D31,DIVISION DEMANDS FOR GRANTS DEMAND NO. 123,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A13,,,Repairs and Maintenance,102966,68742,40216,42078,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,,,Employees Related Expenses,1152,84002,84002,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A011,,Pay,858,79802,79802,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A011,A011-1,Pay of Officers,-858,-59902,-59902,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A011,A011-2,Pay of Other Staff,-19900,-19900,,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A012,,Allowances,294,4200,4200,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A012,A012-1,Regular Allowances,-294,-1200,-1200,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-3000,-3000,,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A03,,,Operating Expenses,12857,276520,277694,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A06,,,Transfers,170,20000,19200,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A09,,,Physical Assets,755,987000,991027,,Dev_exp_on_rev_acct
STATES AND FRONTIER REGIONS MINISTRY,FC22D88,DEVELOPMENT EXPENDITURE OF STATES AND FRONTIER REGIONS DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF SCIENCE AND TECHNOLOGY DIVISION,A13,,,Repairs and Maintenance,375,66538,62138,,Dev_exp_on_rev_acct
WATER RESOURCES MINISTRY,FC22D84,NO. 124.- DEVELOPMENT EXPENDITURE OF WATER RESOURCES DIVISION DEMANDS FOR GRANTS DEMAND NO. 124,DEVELOPMENT EXPENDITURE OF WATER RESOURCES DIVISION,A05,,,"Grants, Subsidies and Write off Loans",98929837,184224223,134578995,82779433,Dev_exp_on_rev_acct
WATER RESOURCES MINISTRY,FC22D84,NO. 124.- DEVELOPMENT EXPENDITURE OF WATER RESOURCES DIVISION DEMANDS FOR GRANTS DEMAND NO. 124,DEVELOPMENT EXPENDITURE OF WATER RESOURCES DIVISION,A08,,,Loans and Advances,69527259,75373920,57019005,,Dev_exp_on_rev_acct
CABINET SECRETARIAT,FC12C17,NO. 125.- CAPITAL OUTLAY ON DEVELOPMENT OF ATOMIC ENERGY DEMANDS FOR GRANTS DEMAND NO. 125,DEVELOPMENT EXPENDITURE OF WATER RESOURCES DIVISION,A03,,,Operating Expenses,22680000,25000000,25000000,761000,Dev_exp_on_cap_acct
CABINET SECRETARIAT,FC12P01,REGULATORY AUTHORITY DEMANDS FOR GRANTS DEMAND NO. ---,DEVELOPMENT EXPENDITURE OF WATER RESOURCES DIVISION,A03,,,Operating Expenses,149557,256330,256330,,Dev_exp_on_cap_acct
COMMUNICATIONS MINISTRY,FC12N10,COMMUNICATION DIVISION DEMANDS FOR GRANTS DEMAND NO. 126,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF COMMUNICATION DIVISION,A08,,,Loans and Advances,54856200,,,,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,,,Employees Related Expenses,63360,54000,54000,90000,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,A011,,Pay,27484,29000,28792,65000,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,A011,A011-1,Pay of Officers,-19078,-19500,-19292,-65000,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,A011,A011-2,Pay of Other Staff,-8406,-9500,-9500,,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,A012,,Allowances,35876,25000,25208,25000,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,A012,A012-1,Regular Allowances,-19785,-15580,-15460,-15000,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-16091,-9420,-9748,-10000,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A03,,,Operating Expenses,1047525,2131657,2035407,358980,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A05,,,"Grants, Subsidies and Write off Loans",135000,,,,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A09,,,Physical Assets,53138,716934,981460,266200,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A12,,,Civil works,231021,117268,93082,,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12C50,NO. 127.- CAPITAL OUTLAY ON PETROLEUM DIVISION DEMANDS FOR GRANTS DEMAND NO. 127,CAPITAL OUTLAY ON PETROLEUM DIVISION,A13,,,Repairs and Maintenance,60557,70849,61760,3400,Dev_exp_on_cap_acct
ENERGY MINISTRY,FC12P10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 128,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A08,,,Loans and Advances,72106914,,,,Dev_exp_on_cap_acct
FINANCE AND REVENUE MINISTRY,FC12C39,NO. 129.- CAPITAL OUTLAY ON FEDERAL INVESTMENTS DEMANDS FOR GRANTS DEMAND NO. 129,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A03,,,Operating Expenses,34323,324209,864209,1489920,Dev_exp_on_cap_acct
FINANCE AND REVENUE MINISTRY,FC12D36,GOVERNMENT DEMANDS FOR GRANTS DEMAND NO. 130,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A08,,,Loans and Advances,126532564,206911413,155393962,183758219,Dev_exp_on_cap_acct
FINANCE AND REVENUE MINISTRY,FC12D36,GOVERNMENT DEMANDS FOR GRANTS DEMAND NO. 130,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A08,,,Loans and Advances,511457080,745317642,708595046,777053280,Dev_exp_on_cap_acct
HOUSING AND WORKS MINISTRY,FC12C28,NO. 132.- CAPITAL OUTLAY ON CIVIL WORKS DEMANDS FOR GRANTS DEMAND NO. 132,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A03,,,Operating Expenses,1457936,1663025,124172,151492,Dev_exp_on_cap_acct
HOUSING AND WORKS MINISTRY,FC12C28,NO. 132.- CAPITAL OUTLAY ON CIVIL WORKS DEMANDS FOR GRANTS DEMAND NO. 132,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A05,,,"Grants, Subsidies and Write off Loans",185000,,,,Dev_exp_on_cap_acct
HOUSING AND WORKS MINISTRY,FC12C28,NO. 132.- CAPITAL OUTLAY ON CIVIL WORKS DEMANDS FOR GRANTS DEMAND NO. 132,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A12,,,Civil works,66965164,26525047,9154411,14669309,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A01,,,Employees Related Expenses,124268,222456,142327,149759,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A01,A011,,Pay,124268,222456,142327,149759,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A01,A011,A011-1,Pay of Officers,-111580,-148605,-118158,-95048,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A01,A011,A011-2,Pay of Other Staff,-12688,-73851,-24169,-54711,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A02,,,Project Pre-Investment Analysis,90729,,,,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A03,,,Operating Expenses,101550,545186,197625,165389,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A05,,,"Grants, Subsidies and Write off Loans",257704,217582,152076,235970,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A09,,,Physical Assets,710549,1964137,1119450,468371,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A12,,,Civil works,450116,1939397,489253,884792,Dev_exp_on_cap_acct
INDUSTRIES AND PRODUCTION MINISTRY,FC12C32,NO. 133.- CAPITAL OUTLAY ON INDUSTRIAL DEVELOPMENT DEMANDS FOR GRANTS DEMAND NO. 133,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF  POWER DIVISION,A13,,,Repairs and Maintenance,29368,30000,28000,,Dev_exp_on_cap_acct
MARITIME AFFAIRS MINISTR,FC12C51,NO. 134.- CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 134,CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION,A02,,,Project Pre-Investment Analysis,93794,143794,15000,,Dev_exp_on_cap_acct
MARITIME AFFAIRS MINISTR,FC12C51,NO. 134.- CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 134,CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION,A03,,,Operating Expenses,50000,,,,Dev_exp_on_cap_acct
MARITIME AFFAIRS MINISTR,FC12C51,NO. 134.- CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 134,CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION,A09,,,Physical Assets,252309,1000000,1115565,,Dev_exp_on_cap_acct
MARITIME AFFAIRS MINISTR,FC12C51,NO. 134.- CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 134,CAPITAL OUTLAY ON MARITIME AFFAIRS DIVISION,A12,,,Civil works,2703593,5156206,584206,2334435,Dev_exp_on_cap_acct
RAILWAYS MINISTRY,FC12C33,NO. 135.- CAPITAL OUTLAY ON RAILWAYS DIVISION DEMANDS FOR GRANTS DEMAND NO. 135,CAPITAL OUTLAY ON RAILWAYS DIVISION,A03,,,Operating Expenses,112507,101000,100000,,Dev_exp_on_cap_acct
RAILWAYS MINISTRY,FC12C33,NO. 135.- CAPITAL OUTLAY ON RAILWAYS DIVISION DEMANDS FOR GRANTS DEMAND NO. 135,CAPITAL OUTLAY ON RAILWAYS DIVISION,A11,,,Investments,32651993,44899000,34799000,22315000,Dev_exp_on_cap_acct
WATER RESOURCES MINISTRY,FC12W01,RESOURCES DIVISION DEMANDS FOR GRANTS DEMAND NO. 136,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A05,,,"Grants, Subsidies and Write off Loans",4063000,,,,Dev_exp_on_cap_acct
WATER RESOURCES MINISTRY,FC12W01,RESOURCES DIVISION DEMANDS FOR GRANTS DEMAND NO. 136,EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A08,,,Loans and Advances,46582000,,,,Dev_exp_on_cap_acct
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,,,Employees Related Expenses,493894,629003,563378,688758,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,A011,,Pay,166562,219074,168927,243277,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,A011,A011-1,Pay of Officers,-100944,-128867,-104820,-143070,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,A011,A011-2,Pay of Other Staff,-65618,-90207,-64107,-100207,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,A012,,Allowances,327332,409929,394451,445481,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,A012,A012-1,Regular Allowances,-187104,-298929,-216355,-334481,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-140228,-111000,-178096,-111000,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A03,,,Operating Expenses,82941,153600,92980,102088,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A04,,,Employees Retirement Benefits,6949,30000,16155,25200,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A05,,,"Grants, Subsidies and Write off Loans",1084,7500,4244,7500,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A09,,,Physical Assets,474,23000,167896,98500,Consolidated Fund
CABINET SECRETARIAT,FC24S28,(PUBLIC) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PUBLIC),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A13,,,Repairs and Maintenance,10366,19500,10550,11700,Consolidated Fund
CABINET SECRETARIAT,FC24S27,(PERSONAL ) APPROPRIATIONS STAFF HOUSEHOLD AND ALLOWANCES OF THE PRESIDENT (PERSONAL ),EXTERNAL DEVELOPMENT LOANS AND ADVANCES OF WATER RESOURCES DIVISION,A01,,,Employees Related Expenses,581663,704102,783002,923866,Consolidated Fund
